YEARMAKE,MODEL,TRIM,STOCK,VIN,@QR,QRYEARMODEL,QRSTOCK,@QR2,MISC
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251193,NEW - 2HGFE4F81SH345960,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_63.PNG,2025 Civic Sedan - 251193,NEW - 2HGFE4F81SH345960,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_63.PNG,2025 Civic Sedan - 251193 - NEW - 2HGFE4F81SH345960
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251205,NEW - 2HGFE4F81SH346672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_64.PNG,2025 Civic Sedan - 251205,NEW - 2HGFE4F81SH346672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_64.PNG,2025 Civic Sedan - 251205 - NEW - 2HGFE4F81SH346672
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251265,NEW - 2HGFE4F85SH349834,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_65.PNG,2025 Civic Sedan - 251265,NEW - 2HGFE4F85SH349834,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_65.PNG,2025 Civic Sedan - 251265 - NEW - 2HGFE4F85SH349834
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251244,NEW - 2HGFE4F87SH348460,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_66.PNG,2025 Civic Sedan - 251244,NEW - 2HGFE4F87SH348460,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_66.PNG,2025 Civic Sedan - 251244 - NEW - 2HGFE4F87SH348460
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251266,NEW - 2HGFE4F88SH349827,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_67.PNG,2025 Civic Sedan - 251266,NEW - 2HGFE4F88SH349827,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_67.PNG,2025 Civic Sedan - 251266 - NEW - 2HGFE4F88SH349827
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251298,NEW - 2HGFE4F8XSH349411,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_68.PNG,2025 Civic Sedan - 251298,NEW - 2HGFE4F8XSH349411,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_68.PNG,2025 Civic Sedan - 251298 - NEW - 2HGFE4F8XSH349411
2026 Honda,HR-V,AWD EX-L,2026 HR-V - 260024,NEW - 3CZRZ2H79TM702971,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_69.PNG,2026 HR-V - 260024,NEW - 3CZRZ2H79TM702971,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_69.PNG,2026 HR-V - 260024 - NEW - 3CZRZ2H79TM702971
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251154,NEW - 2HGFE4F83SH338380,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_70.PNG,2025 Civic Sedan - 251154,NEW - 2HGFE4F83SH338380,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_70.PNG,2025 Civic Sedan - 251154 - NEW - 2HGFE4F83SH338380
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251197,NEW - 2HGFE4F84SH345418,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_71.PNG,2025 Civic Sedan - 251197,NEW - 2HGFE4F84SH345418,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_71.PNG,2025 Civic Sedan - 251197 - NEW - 2HGFE4F84SH345418
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 251096,NEW - 3CZRZ2H79SM794629,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_72.PNG,2025 HR-V - 251096,NEW - 3CZRZ2H79SM794629,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_72.PNG,2025 HR-V - 251096 - NEW - 3CZRZ2H79SM794629
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 251125,NEW - 3CZRZ2H78SM791799,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_73.PNG,2025 HR-V - 251125,NEW - 3CZRZ2H78SM791799,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_73.PNG,2025 HR-V - 251125 - NEW - 3CZRZ2H78SM791799
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251288,NEW - 1HGCY1F41SA039569,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_74.PNG,2025 Accord Sedan - 251288,NEW - 1HGCY1F41SA039569,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_74.PNG,2025 Accord Sedan - 251288 - NEW - 1HGCY1F41SA039569
2025 Honda,Civic Hybrid,Sport Touring,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_75.PNG,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_75.PNG,2025 Civic Hybrid - 250796 - NEW - 2HGFE4F80SH316143
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251277,NEW - 1HGCY1F43SA039282,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_76.PNG,2025 Accord Sedan - 251277,NEW - 1HGCY1F43SA039282,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_76.PNG,2025 Accord Sedan - 251277 - NEW - 1HGCY1F43SA039282
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251292,NEW - 1HGCY1F43SA040027,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_77.PNG,2025 Accord Sedan - 251292,NEW - 1HGCY1F43SA040027,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_77.PNG,2025 Accord Sedan - 251292 - NEW - 1HGCY1F43SA040027
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251290,NEW - 1HGCY1F43SA040044,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_78.PNG,2025 Accord Sedan - 251290,NEW - 1HGCY1F43SA040044,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_78.PNG,2025 Accord Sedan - 251290 - NEW - 1HGCY1F43SA040044
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251278,NEW - 1HGCY1F44SA039209,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_79.PNG,2025 Accord Sedan - 251278,NEW - 1HGCY1F44SA039209,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_79.PNG,2025 Accord Sedan - 251278 - NEW - 1HGCY1F44SA039209
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251258,NEW - 1HGCY1F45SA037727,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_80.PNG,2025 Accord Sedan - 251258,NEW - 1HGCY1F45SA037727,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_80.PNG,2025 Accord Sedan - 251258 - NEW - 1HGCY1F45SA037727
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251276,NEW - 1HGCY1F45SA039283,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_81.PNG,2025 Accord Sedan - 251276,NEW - 1HGCY1F45SA039283,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_81.PNG,2025 Accord Sedan - 251276 - NEW - 1HGCY1F45SA039283
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251293,NEW - 1HGCY1F46SA039910,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_82.PNG,2025 Accord Sedan - 251293,NEW - 1HGCY1F46SA039910,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_82.PNG,2025 Accord Sedan - 251293 - NEW - 1HGCY1F46SA039910
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251289,NEW - 1HGCY1F47SA039463,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_83.PNG,2025 Accord Sedan - 251289,NEW - 1HGCY1F47SA039463,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_83.PNG,2025 Accord Sedan - 251289 - NEW - 1HGCY1F47SA039463
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251291,NEW - 1HGCY1F47SA040032,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_84.PNG,2025 Accord Sedan - 251291,NEW - 1HGCY1F47SA040032,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_84.PNG,2025 Accord Sedan - 251291 - NEW - 1HGCY1F47SA040032
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251188,NEW - 1HGCY1F48SA033073,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_85.PNG,2025 Accord Sedan - 251188,NEW - 1HGCY1F48SA033073,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_85.PNG,2025 Accord Sedan - 251188 - NEW - 1HGCY1F48SA033073
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251294,NEW - 1HGCY1F48SA039908,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_86.PNG,2025 Accord Sedan - 251294,NEW - 1HGCY1F48SA039908,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_86.PNG,2025 Accord Sedan - 251294 - NEW - 1HGCY1F48SA039908
2026 Honda,HR-V,AWD SPORT,2026 HR-V - 260023,NEW - 3CZRZ2H51TM702834,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_87.PNG,2026 HR-V - 260023,NEW - 3CZRZ2H51TM702834,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_87.PNG,2026 HR-V - 260023 - NEW - 3CZRZ2H51TM702834
2026 Honda,HR-V,AWD SPORT,2026 HR-V - 260029,NEW - 3CZRZ2H58TM704032,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_88.PNG,2026 HR-V - 260029,NEW - 3CZRZ2H58TM704032,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_88.PNG,2026 HR-V - 260029 - NEW - 3CZRZ2H58TM704032
2025 Honda,Civic Hatchback,HYB SPORT,2025 Civic Hatchback - 251307,NEW - 19XFL4H82SE017220,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_89.PNG,2025 Civic Hatchback - 251307,NEW - 19XFL4H82SE017220,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_89.PNG,2025 Civic Hatchback - 251307 - NEW - 19XFL4H82SE017220
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251167,NEW - 1HGCY1F42SA031030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_90.PNG,2025 Accord Sedan - 251167,NEW - 1HGCY1F42SA031030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_90.PNG,2025 Accord Sedan - 251167 - NEW - 1HGCY1F42SA031030
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251146,NEW - 3CZRZ2H51SM795160,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_91.PNG,2025 HR-V - 251146,NEW - 3CZRZ2H51SM795160,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_91.PNG,2025 HR-V - 251146 - NEW - 3CZRZ2H51SM795160
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251147,NEW - 3CZRZ2H54SM793693,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_92.PNG,2025 HR-V - 251147,NEW - 3CZRZ2H54SM793693,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_92.PNG,2025 HR-V - 251147 - NEW - 3CZRZ2H54SM793693
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 251299,NEW - 2HGFE4F88SH350718,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_93.PNG,2025 Civic Sedan - 251299,NEW - 2HGFE4F88SH350718,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_93.PNG,2025 Civic Sedan - 251299 - NEW - 2HGFE4F88SH350718
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251102,NEW - 3CZRZ2H54SM789790,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_94.PNG,2025 HR-V - 251102,NEW - 3CZRZ2H54SM789790,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_94.PNG,2025 HR-V - 251102 - NEW - 3CZRZ2H54SM789790
2026 Honda,HR-V,AWD LX,2026 HR-V - 260034,NEW - 3CZRZ2H32TM704249,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_95.PNG,2026 HR-V - 260034,NEW - 3CZRZ2H32TM704249,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_95.PNG,2026 HR-V - 260034 - NEW - 3CZRZ2H32TM704249
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 251302,NEW - 19XFL2H87SE030386,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_96.PNG,2025 Civic Hatchback - 251302,NEW - 19XFL2H87SE030386,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_96.PNG,2025 Civic Hatchback - 251302 - NEW - 19XFL2H87SE030386
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_97.PNG,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_97.PNG,2025 Civic Hatchback - 250433 - NEW - 19XFL2H87SE003687
2025 Honda,HR-V,2WD SPORT,2025 HR-V - 251135,NEW - 3CZRZ1H52SM756376,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_98.PNG,2025 HR-V - 251135,NEW - 3CZRZ1H52SM756376,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_98.PNG,2025 HR-V - 251135 - NEW - 3CZRZ1H52SM756376
2025 Honda,HR-V,AWD LX,2025 HR-V - 251130,NEW - 3CZRZ2H31SM792712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_99.PNG,2025 HR-V - 251130,NEW - 3CZRZ2H31SM792712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_99.PNG,2025 HR-V - 251130 - NEW - 3CZRZ2H31SM792712
2025 Honda,HR-V,AWD LX,2025 HR-V - 251126,NEW - 3CZRZ2H37SM791676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_100.PNG,2025 HR-V - 251126,NEW - 3CZRZ2H37SM791676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_100.PNG,2025 HR-V - 251126 - NEW - 3CZRZ2H37SM791676
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251264,NEW - 2HGFE2F55SH600152,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_101.PNG,2025 Civic Sedan - 251264,NEW - 2HGFE2F55SH600152,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_101.PNG,2025 Civic Sedan - 251264 - NEW - 2HGFE2F55SH600152
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251263,NEW - 2HGFE2F55SH600507,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_102.PNG,2025 Civic Sedan - 251263,NEW - 2HGFE2F55SH600507,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_102.PNG,2025 Civic Sedan - 251263 - NEW - 2HGFE2F55SH600507
2025 Honda,Civic,Sport,2025 Civic - 251112,NEW - 2HGFE2F56SH589940,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_103.PNG,2025 Civic - 251112,NEW - 2HGFE2F56SH589940,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_103.PNG,2025 Civic - 251112 - NEW - 2HGFE2F56SH589940
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251255,NEW - 2HGFE2F57SH600024,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_104.PNG,2025 Civic Sedan - 251255,NEW - 2HGFE2F57SH600024,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_104.PNG,2025 Civic Sedan - 251255 - NEW - 2HGFE2F57SH600024
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251040,NEW - 2HGFE2F57SH585315,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_105.PNG,2025 Civic Sedan - 251040,NEW - 2HGFE2F57SH585315,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_105.PNG,2025 Civic Sedan - 251040 - NEW - 2HGFE2F57SH585315
2023 GMC,Sierra 1500,Elevation,2023 Sierra 1500 - 251031A,USED - 1GTUUCED7PZ217764,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_106.PNG,2023 Sierra 1500 - 251031A,USED - 1GTUUCED7PZ217764,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_106.PNG,2023 Sierra 1500 - 251031A - USED - 1GTUUCED7PZ217764
2024 Nissan,Pathfinder,Platinum,2024 Pathfinder - 251225A,USED - 5N1DR3DK0RC216152,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_107.PNG,2024 Pathfinder - 251225A,USED - 5N1DR3DK0RC216152,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_107.PNG,2024 Pathfinder - 251225A - USED - 5N1DR3DK0RC216152
2022 Ford,Expedition Max,Limited,2022 Expedition Max - PQ1649,USED - 1FMJK2AT7NEA52394,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_108.PNG,2022 Expedition Max - PQ1649,USED - 1FMJK2AT7NEA52394,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_108.PNG,2022 Expedition Max - PQ1649 - USED - 1FMJK2AT7NEA52394
2024 Hyundai,Palisade,Limited,2024 Palisade - PQ1640A,USED - KM8R5DGE8RU647961,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_109.PNG,2024 Palisade - PQ1640A,USED - KM8R5DGE8RU647961,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_109.PNG,2024 Palisade - PQ1640A - USED - KM8R5DGE8RU647961
2023 Ford,Bronco,Base,2023 Bronco - PR1280,USED - 1FMDE5BH4PLB19936,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_110.PNG,2023 Bronco - PR1280,USED - 1FMDE5BH4PLB19936,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_110.PNG,2023 Bronco - PR1280 - USED - 1FMDE5BH4PLB19936
2023 Toyota,Tacoma,TRD Off-Road,2023 Tacoma - PQ1605,USED - 3TMCZ5AN3PM597372,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_111.PNG,2023 Tacoma - PQ1605,USED - 3TMCZ5AN3PM597372,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_111.PNG,2023 Tacoma - PQ1605 - USED - 3TMCZ5AN3PM597372
2023 Toyota,Highlander,XLE,2023 Highlander - PQ1583,USED - 5TDKDRBH4PS036818,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_112.PNG,2023 Highlander - PQ1583,USED - 5TDKDRBH4PS036818,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_112.PNG,2023 Highlander - PQ1583 - USED - 5TDKDRBH4PS036818
2023 Ford,F-150,XL,2023 F-150 - PQ1617,USED - 1FTFW1E50PKF45570,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_113.PNG,2023 F-150 - PQ1617,USED - 1FTFW1E50PKF45570,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_113.PNG,2023 F-150 - PQ1617 - USED - 1FTFW1E50PKF45570
2020 Ford,Transit-350,XLT,2020 Transit-350 - PQ1630,USED - 1FBAX2Y89LKA60264,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_114.PNG,2020 Transit-350 - PQ1630,USED - 1FBAX2Y89LKA60264,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_114.PNG,2020 Transit-350 - PQ1630 - USED - 1FBAX2Y89LKA60264
2023 Toyota,Crown,Limited,2023 Crown - PQ1650,USED - JTDAAAAF5P3011630,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_115.PNG,2023 Crown - PQ1650,USED - JTDAAAAF5P3011630,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_115.PNG,2023 Crown - PQ1650 - USED - JTDAAAAF5P3011630
2023 Kia,Telluride,S,2023 Telluride - PQ1638,USED - 5XYP6DGC5PG401133,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_116.PNG,2023 Telluride - PQ1638,USED - 5XYP6DGC5PG401133,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_116.PNG,2023 Telluride - PQ1638 - USED - 5XYP6DGC5PG401133
2024 Toyota,RAV4,Adventure,2024 RAV4 - PQ1647,USED - 2T3J1RFV8RW419117,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_117.PNG,2024 RAV4 - PQ1647,USED - 2T3J1RFV8RW419117,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_117.PNG,2024 RAV4 - PQ1647 - USED - 2T3J1RFV8RW419117
2024 Subaru,Outback,Onyx Edition XT,2024 Outback - PQ1635,USED - 4S4BTGLD5R3134338,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_118.PNG,2024 Outback - PQ1635,USED - 4S4BTGLD5R3134338,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_118.PNG,2024 Outback - PQ1635 - USED - 4S4BTGLD5R3134338
2022 Jeep,Gladiator,Overland,2022 Gladiator - PQ1652,USED - 1C6HJTFG3NL183011,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_119.PNG,2022 Gladiator - PQ1652,USED - 1C6HJTFG3NL183011,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_119.PNG,2022 Gladiator - PQ1652 - USED - 1C6HJTFG3NL183011
2023 Chevrolet,Traverse,LT Leather,2023 Traverse - PQ1629,USED - 1GNERHKW1PJ260852,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_120.PNG,2023 Traverse - PQ1629,USED - 1GNERHKW1PJ260852,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_120.PNG,2023 Traverse - PQ1629 - USED - 1GNERHKW1PJ260852
2022 Nissan,Frontier,SV,2022 Frontier - 251085A,USED - 1N6ED1EK0NN688860,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_121.PNG,2022 Frontier - 251085A,USED - 1N6ED1EK0NN688860,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_121.PNG,2022 Frontier - 251085A - USED - 1N6ED1EK0NN688860
2025 Kia,K5,GT-Line,2025 K5 - PR1278,USED - KNAG64J77S5322539,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_122.PNG,2025 K5 - PR1278,USED - KNAG64J77S5322539,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_122.PNG,2025 K5 - PR1278 - USED - KNAG64J77S5322539
2023 Chevrolet,Express 2500,Work Van,2023 Express 2500 - PQ1633,USED - 1GCWGBFP0P1116485,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_123.PNG,2023 Express 2500 - PQ1633,USED - 1GCWGBFP0P1116485,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_123.PNG,2023 Express 2500 - PQ1633 - USED - 1GCWGBFP0P1116485
2023 Jeep,Gladiator,Sport,2023 Gladiator - TA1362,USED - 1C6HJTAG2PL514414,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_124.PNG,2023 Gladiator - TA1362,USED - 1C6HJTAG2PL514414,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_124.PNG,2023 Gladiator - TA1362 - USED - 1C6HJTAG2PL514414
